@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,8-10,14-18-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute Data_Value numeric
@attribute Low_Confidence_Limit numeric
@attribute High_Confidence_Limit numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.205652,0.068574,0.334921,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.407475,-1.29231,-1.52917,'Overall Health'
1.462286,1.37854,1.488677,'Screenings and Vaccines'
2.344604,2.554269,2.130131,'Screenings and Vaccines'
-0.20877,-0.209158,-0.203212,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
0.477477,0.531459,0.416717,'Screenings and Vaccines'
1.930182,1.54055,2.048335,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
-0.507332,-0.857198,0.012041,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.516245,-0.491518,-0.539007,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.511788,-0.505405,-0.508871,Caregiving
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-1.247053,-1.102527,-1.395714,'Smoking and Alcohol Use'
-1.478773,-1.338599,-1.619577,'Overall Health'
0.771583,0.054687,1.359525,'Nutrition/Physical Activity/Obesity'
-1.345089,-1.227506,-1.464595,'Cognitive Decline'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.122281,-1.056238,-1.176155,'Cognitive Decline'
0.829513,0.957314,0.700851,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.743024,1.531292,1.820166,Caregiving
-0.591999,-0.718332,-0.418465,'Overall Health'
-1.371825,-1.259908,-1.490425,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.511788,-0.537807,-0.474431,'Smoking and Alcohol Use'
1.841059,1.61924,1.906268,'Screenings and Vaccines'
0.259126,-0.181385,0.713766,'Cognitive Decline'
1.796497,1.785879,1.751285,Caregiving
-1.483229,-1.33397,-1.632492,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.288981,-0.510033,-0.013789,'Cognitive Decline'
-1.082176,-0.986806,-1.176155,'Nutrition/Physical Activity/Obesity'
1.644988,1.688673,1.574778,'Overall Health'
-1.304983,-1.176589,-1.438764,'Mental Health'
-1.443124,-1.315454,-1.572221,'Overall Health'
0.419547,0.522201,0.313395,'Overall Health'
-0.026068,0.142635,-0.194602,'Overall Health'
2.611973,2.896805,2.341079,'Screenings and Vaccines'
-0.141928,-0.366539,0.119668,'Cognitive Decline'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.12856,-0.329508,0.102447,Caregiving
1.208286,1.026747,1.320779,'Overall Health'
-0.81035,-0.72759,-0.887716,Caregiving
0.548775,0.633294,0.464072,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
-0.253332,-0.172127,-0.336669,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
1.698462,0.475913,2.164571,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.345089,-1.218248,-1.481815,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.311262,-0.195271,-0.427075,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
2.393622,2.656104,2.143046,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.427122,-0.348023,-0.504566,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-1.202492,-1.208991,-1.1288,'Cognitive Decline'
-0.342455,-0.329508,-0.353889,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
0.441828,0.536088,0.347836,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.61428,-0.662786,-0.547617,Caregiving
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
-0.480595,-0.801651,-0.013789,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
1.613795,1.762735,1.458541,'Screenings and Vaccines'
-0.761333,-0.662786,-0.866191,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.2044,-0.28392,-0.097691,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
0.753758,0.823077,0.67502,'Screenings and Vaccines'
0.098704,0.138006,0.063702,'Nutrition/Physical Activity/Obesity'
-1.022543,-0.968484,-1.057809,'Mental Health'
2.469376,2.67462,2.246367,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.333058,1.49889,1.161492,'Screenings and Vaccines'
-0.355823,-0.334137,-0.371109,'Overall Health'
0.156634,0.216697,0.093837,'Overall Health'
-1.001965,-0.945146,-1.055614,'Mental Health'
1.444462,1.563694,1.316474,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.681122,-0.607239,-0.75426,'Mental Health'
0.628986,0.28613,0.933324,'Screenings and Vaccines'
0.076423,0.013027,0.141193,'Cognitive Decline'
-0.395929,-0.366539,-0.42277,Caregiving
-1.162386,-1.070125,-1.249342,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.12856,-0.1999,-0.052535,'Nutrition/Physical Activity/Obesity'
-0.609824,-0.635013,-0.569142,Caregiving
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
1.876708,2.072868,1.678099,'Overall Health'
1.707374,1.790508,1.600608,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-1.006421,-1.065496,-0.870496,'Nutrition/Physical Activity/Obesity'
-1.296071,-1.222877,-1.348358,'Cognitive Decline'
0.504214,0.577748,0.429632,'Screenings and Vaccines'
1.043408,1.188757,0.894579,'Screenings and Vaccines'
-0.351367,-0.445229,-0.237652,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
1.800954,1.480375,1.919183,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
1.502391,1.61924,1.376745,'Screenings and Vaccines'
-1.367369,-1.259908,-1.47751,'Mental Health'
-0.988596,-0.912744,-1.059919,'Smoking and Alcohol Use'
1.038952,0.614779,1.34661,'Screenings and Vaccines'
-0.186489,-0.042519,-0.328059,'Nutrition/Physical Activity/Obesity'
-1.251509,-1.181218,-1.313917,'Smoking and Alcohol Use'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.948491,-0.8896,-1.003953,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.507332,-0.709074,-0.229042,Caregiving
1.898989,2.082126,1.71254,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.623192,-0.560951,-0.689684,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.345089,-1.296939,-1.352663,'Smoking and Alcohol Use'
1.832147,1.878456,1.751285,Caregiving
1.57369,1.725704,1.415491,'Screenings and Vaccines'
1.591514,1.78125,1.406881,'Overall Health'
-1.460948,-1.324712,-1.602356,'Overall Health'
-0.939579,-0.875713,-0.999648,Caregiving
-1.260422,-1.190475,-1.309612,'Smoking and Alcohol Use'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.380738,-1.283052,-1.490425,'Overall Health'
0.094248,-0.162869,0.369361,'Overall Health'
-1.144562,-1.125671,-1.1288,'Overall Health'
-0.645473,-0.917373,-0.211822,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.872737,-0.773878,-0.969513,'Nutrition/Physical Activity/Obesity'
-0.133016,-0.084179,-0.185992,'Overall Health'
-0.355823,-0.218415,-0.491651,'Nutrition/Physical Activity/Obesity'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.927548,1.008231,0.838613,'Overall Health'
-0.288981,-0.278591,-0.297923,'Mental Health'
0.842881,0.434253,1.165797,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.21902,0.045429,0.386581,'Nutrition/Physical Activity/Obesity'
0.254669,0.188924,0.30909,'Nutrition/Physical Activity/Obesity'
0.02295,-0.324879,0.403802,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.842881,0.989716,0.692241,'Screenings and Vaccines'
-1.411931,-1.287681,-1.542086,'Overall Health'
1.128075,1.272076,0.98068,'Overall Health'
-0.92621,-0.801651,-1.051309,'Overall Health'
2.389165,2.619073,2.155961,'Overall Health'
1.194917,1.332251,1.053866,'Screenings and Vaccines'
0.031862,-0.042519,0.106752,'Screenings and Vaccines'
-1.140106,-1.070125,-1.201986,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
-0.761333,-0.750734,-0.76287,Caregiving
-1.233685,-1.162702,-1.296697,Caregiving
2.019305,2.174703,1.854607,'Overall Health'
-0.641017,-0.491518,-0.793005,'Nutrition/Physical Activity/Obesity'
2.166358,2.373744,1.962233,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.613795,1.776621,1.445626,'Overall Health'
0.588881,0.138006,0.98929,'Screenings and Vaccines'
-1.33172,-1.236764,-1.434459,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
2.411446,2.582042,2.211927,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
-0.101823,-0.000859,-0.198907,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,Caregiving
-0.271156,-0.611868,0.154108,'Overall Health'
0.379442,0.438882,0.3177,'Nutrition/Physical Activity/Obesity'
1.814322,1.980291,1.643659,'Overall Health'
-1.291615,-1.185846,-1.400019,'Smoking and Alcohol Use'
0.116529,-0.186013,0.442547,'Screenings and Vaccines'
-0.801438,-0.676672,-0.926462,'Mental Health'
-0.979684,-0.935888,-1.012563,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
2.531762,2.51261,2.375519,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.418209,-0.514662,-0.293618,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
2.380253,2.595929,2.155961,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.224772,-1.107156,-1.344053,'Smoking and Alcohol Use'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
1.578146,1.549808,1.557558,Caregiving
0.223476,0.281501,0.162718,'Screenings and Vaccines'
-0.605368,-0.616497,-0.586362,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
1.119163,0.864737,1.294949,'Overall Health'
1.466742,1.438715,1.454236,'Overall Health'
-1.425299,-1.389516,-1.47751,'Overall Health'
0.031862,-0.398941,0.515733,'Nutrition/Physical Activity/Obesity'
-1.385194,-1.259908,-1.516255,'Overall Health'
-1.037614,-1.111785,-0.870496,'Nutrition/Physical Activity/Obesity'
-1.180211,-1.1303,-1.214901,'Mental Health'
-0.2044,-0.28392,-0.097691,Caregiving
0.152178,0.249099,0.050787,'Screenings and Vaccines'
-0.44049,-0.394312,-0.487346,'Nutrition/Physical Activity/Obesity'
-0.988596,-0.940517,-1.029783,'Smoking and Alcohol Use'
-0.86828,-0.810909,-0.922157,'Mental Health'
-0.649929,-0.537807,-0.76287,'Mental Health'
0.067511,-0.246189,0.403802,'Overall Health'
0.174459,0.300016,0.046482,'Overall Health'
0.112073,-0.148983,0.386581,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.93646,1.063778,0.808477,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.988596,-0.931259,-1.029783,'Screenings and Vaccines'
-0.770245,-0.713703,-0.823141,'Mental Health'
0.241301,0.20281,0.270345,'Nutrition/Physical Activity/Obesity'
-0.137472,-0.232302,-0.035315,'Screenings and Vaccines'
-0.364735,-0.324879,-0.401245,'Mental Health'
0.562144,0.665696,0.455462,'Screenings and Vaccines'
1.698462,1.799766,1.574778,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.727021,0.624036,0.799867,'Screenings and Vaccines'
-1.131193,-0.991434,-1.275172,'Mental Health'
-1.091088,-1.000692,-1.176155,'Overall Health'
2.023761,2.216363,1.828777,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.600911,-0.463745,-0.737039,'Overall Health'
-0.970772,-0.871084,-1.068529,'Overall Health'
-0.78807,-0.732218,-0.840361,'Overall Health'
0.784951,0.948056,0.627665,'Screenings and Vaccines'
1.992568,2.035837,1.901963,'Overall Health'
-0.534069,-0.445229,-0.625108,Caregiving
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
1.555865,1.753477,1.36383,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
2.295586,2.345971,2.168876,'Overall Health'
-0.832631,-0.940517,-0.646633,'Overall Health'
-0.355823,-0.297106,-0.41416,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-0.043893,-0.098065,0.016346,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.175755,-1.093269,-1.253647,'Mental Health'
1.252847,1.397055,1.105526,'Screenings and Vaccines'
-0.444946,-0.301735,-0.590667,'Nutrition/Physical Activity/Obesity'
-0.997509,-0.912744,-1.077139,Caregiving
-1.022543,-0.968484,-1.057809,'Mental Health'
2.40699,2.619073,2.181792,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
1.912357,2.077497,1.742675,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
2.540674,2.71165,2.328164,'Overall Health'
-0.110735,-0.061034,-0.160161,'Nutrition/Physical Activity/Obesity'
-0.458315,-0.412827,-0.504566,'Overall Health'
-1.206948,-1.093269,-1.318222,'Smoking and Alcohol Use'
1.502391,1.281334,1.617829,Caregiving
-1.300527,-1.213619,-1.374188,'Cognitive Decline'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
2.157446,2.253394,2.022504,'Overall Health'
-0.186489,-0.116581,-0.250568,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.471683,-0.778507,-0.031009,'Cognitive Decline'
-1.077719,-0.931259,-1.223511,'Mental Health'
0.08088,0.16578,-0.005179,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
1.190461,0.711985,1.514507,Caregiving
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.912842,-1.074754,-0.603582,'Mental Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.86828,-0.773878,-0.965208,Caregiving
-1.278246,-1.185846,-1.365578,'Overall Health'
-0.186489,-0.098065,-0.276398,'Nutrition/Physical Activity/Obesity'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.921754,-1.070125,-0.638023,'Screenings and Vaccines'
0.018493,-0.255446,0.3177,'Screenings and Vaccines'
0.134353,0.212068,0.059397,'Screenings and Vaccines'
-0.257788,-0.306364,-0.198907,'Overall Health'
-1.166843,-1.070125,-1.262257,'Mental Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.313895,-1.195104,-1.434459,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,Caregiving
0.5666,0.670325,0.459767,'Overall Health'
0.085336,0.179666,-0.013789,'Overall Health'
-0.141928,-0.125838,-0.160161,'Nutrition/Physical Activity/Obesity'
-1.140106,-1.107156,-1.15463,'Cognitive Decline'
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.018493,-0.024004,0.059397,'Screenings and Vaccines'
-1.144562,-1.046981,-1.236426,'Smoking and Alcohol Use'
0.695828,0.424996,0.924714,'Overall Health'
-1.091088,-1.019208,-1.15463,'Smoking and Alcohol Use'
-1.354001,-1.25065,-1.4689,'Overall Health'
0.178915,0.346305,0.007736,'Nutrition/Physical Activity/Obesity'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-1.452036,-1.324712,-1.580831,'Mental Health'
-0.2044,-0.28392,-0.097691,Caregiving
1.05232,1.077664,1.00651,'Overall Health'
2.193095,2.183961,2.1043,'Overall Health'
-1.126737,-1.023836,-1.232121,'Cognitive Decline'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.180211,-1.093269,-1.262257,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
1.836603,1.920116,1.725455,'Overall Health'
1.796497,1.744219,1.772811,'Screenings and Vaccines'
1.578146,1.697931,1.445626,'Screenings and Vaccines'
-1.1,-1.019208,-1.176155,'Cognitive Decline'
2.402534,2.609816,2.186097,'Overall Health'
-1.260422,-1.111785,-1.412934,'Overall Health'
0.13881,0.230584,0.046482,'Overall Health'
1.51576,1.526663,1.471457,'Screenings and Vaccines'
1.404356,1.549808,1.256204,'Screenings and Vaccines'
1.199373,0.887881,1.402576,'Screenings and Vaccines'
-1.483229,-1.343227,-1.628187,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
1.533585,1.688673,1.37244,'Screenings and Vaccines'
-1.407475,-1.255279,-1.563611,'Overall Health'
-0.444946,-0.394312,-0.495956,'Overall Health'
1.101338,0.295388,1.652269,Caregiving
-0.547438,-0.449858,-0.642328,'Overall Health'
1.738567,1.846054,1.613524,'Screenings and Vaccines'
0.063055,-0.028632,0.154108,'Screenings and Vaccines'
1.453374,1.577581,1.316474,'Screenings and Vaccines'
-1.082176,-1.107156,-1.008258,'Mental Health'
-0.538525,-0.473003,-0.599277,Caregiving
1.310777,1.438715,1.178712,'Overall Health'
0.294775,0.387965,0.197159,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.043893,0.022285,-0.112806,'Cognitive Decline'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.077719,-1.097898,-1.008258,'Mental Health'
-0.186489,-0.389683,0.046482,'Cognitive Decline'
2.237656,2.489465,1.996674,'Overall Health'
-1.086632,-1.056238,-1.090054,Caregiving
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.061717,0.013027,-0.138636,'Nutrition/Physical Activity/Obesity'
-0.480595,-0.80628,-0.013789,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
1.94355,2.133043,1.74698,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.300527,-1.181218,-1.417239,'Smoking and Alcohol Use'
-0.141928,-0.070292,-0.211822,'Nutrition/Physical Activity/Obesity'
-0.422665,-0.454487,-0.379719,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-0.155296,-0.213787,-0.08267,Caregiving
-1.21586,-1.158073,-1.253647,'Mental Health'
-0.190946,-0.148983,-0.237652,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
2.567411,2.864403,2.285113,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
-1.416387,-1.306197,-1.52917,'Overall Health'
-1.354001,-1.431176,-0.840361,'Cognitive Decline'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
1.716287,1.952518,1.488677,'Screenings and Vaccines'
1.466742,1.586838,1.338,'Overall Health'
0.887443,1.073035,0.700851,'Overall Health'
0.606705,0.52683,0.662105,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.583087,-0.759992,-0.336669,Caregiving
-0.832631,-0.778507,-0.887716,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.495302,0.628665,0.360751,'Screenings and Vaccines'
-0.645473,-0.759992,-0.478736,Caregiving
-1.385194,-1.315454,-1.464595,'Overall Health'
-1.354001,-1.259908,-1.438764,'Mental Health'
-1.398562,-1.329341,-1.438764,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.049687,0.091718,0.003431,'Cognitive Decline'
-0.886105,-0.843311,-0.917852,'Smoking and Alcohol Use'
-0.168665,-0.195271,-0.138636,'Nutrition/Physical Activity/Obesity'
-0.627648,-0.510033,-0.749955,'Mental Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.57369,1.688673,1.445626,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.275612,-0.167498,-0.388329,'Nutrition/Physical Activity/Obesity'
-1.189123,-1.056238,-1.326833,'Overall Health'
-0.048349,-0.107323,0.007736,'Screenings and Vaccines'
0.308143,-0.172127,0.795562,'Overall Health'
-0.837087,-0.917373,-0.706904,'Mental Health'
-1.153474,-1.033094,-1.270867,'Overall Health'
-0.770245,-0.783136,-0.737039,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.460948,-1.357114,-1.555001,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
-1.184667,-1.084012,-1.283782,'Smoking and Alcohol Use'
0.223476,0.161151,0.28326,'Cognitive Decline'
0.97211,1.170241,0.778342,'Screenings and Vaccines'
-1.376282,-1.269166,-1.490425,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.636561,-0.801651,-0.401245,'Cognitive Decline'
-0.654385,-0.616497,-0.685379,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
1.150356,1.299849,1.002205,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.304983,-1.301568,-1.227816,Caregiving
-1.33172,-1.29231,-1.331138,'Smoking and Alcohol Use'
0.21902,0.318532,0.123973,'Overall Health'
-0.458315,-0.394312,-0.526091,'Nutrition/Physical Activity/Obesity'
-1.144562,-1.046981,-1.236426,'Mental Health'
1.952463,1.957147,1.889047,'Overall Health'
-1.153474,-1.023836,-1.279477,'Smoking and Alcohol Use'
1.729655,1.725704,1.68671,Caregiving
-0.302349,-0.639641,0.136888,Caregiving
-0.320174,-0.412827,-0.207517,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.501054,-1.366372,-1.641102,'Overall Health'
-0.017156,-0.042519,0.012041,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.818778,2.045095,1.600608,'Overall Health'
-0.315718,-0.64427,0.115363,'Cognitive Decline'
2.727833,3.012526,2.440095,'Screenings and Vaccines'
-1.001965,-0.898857,-1.102969,Caregiving
-0.743508,-0.76462,-0.693989,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.471683,-0.48226,-0.444295,Caregiving
1.346426,1.443344,1.238983,'Screenings and Vaccines'
1.756392,1.896972,1.609219,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.275612,-0.111952,-0.43999,'Nutrition/Physical Activity/Obesity'
-1.367369,-1.236764,-1.499035,'Mental Health'
0.040774,0.133378,-0.04823,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.198036,-1.079383,-1.313917,'Mental Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.534069,-0.519291,-0.547617,'Mental Health'
-0.694491,-0.759992,-0.590667,Caregiving
1.252847,1.373911,1.127052,Caregiving
-1.438668,-1.310825,-1.572221,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
-0.262244,-0.394312,-0.108501,Caregiving
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
1.390988,1.452602,1.307864,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.198036,-1.121042,-1.262257,'Mental Health'
0.075433,0.107494,0.032443,'Overall Health'
0.816144,0.753644,0.860138,'Screenings and Vaccines'
1.63162,1.813652,1.449931,'Screenings and Vaccines'
1.145899,0.961943,1.264814,'Overall Health'
-1.376282,-1.29231,-1.447374,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.231051,-0.306364,-0.142941,Caregiving
-0.899473,-1.05161,-0.620803,'Overall Health'
-1.474317,-1.33397,-1.619577,'Overall Health'
-0.975228,-0.96829,-0.956597,'Overall Health'
1.649444,1.873827,1.432711,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.12856,-0.005488,-0.246262,'Nutrition/Physical Activity/Obesity'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,Caregiving
-0.792526,-0.709074,-0.874801,'Overall Health'
0.183371,0.110233,0.248819,'Cognitive Decline'
-0.119647,-0.148983,-0.09128,'Overall Health'
-1.086632,-1.014579,-1.150325,Caregiving
0.076423,0.059316,0.093837,'Screenings and Vaccines'
0.299231,0.499057,0.102447,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.707859,-0.829424,-0.526091,Caregiving
1.524672,1.29522,1.639354,'Screenings and Vaccines'
-0.979684,-0.880342,-1.077139,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.774701,-0.658157,-0.892022,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.420843,-1.296939,-1.555001,'Overall Health'
0.455196,0.397222,0.498513,'Overall Health'
