@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,13-18-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute Data_Value_Unit numeric
@attribute DataValueTypeID numeric
@attribute Data_Value_Type numeric
@attribute Data_Value numeric
@attribute Low_Confidence_Limit numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,2.536218,2.776454,'Screenings and Vaccines'
1,1,1,-1.21586,-1.227506,'Smoking and Alcohol Use'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.480595,-0.398941,'Overall Health'
1,1,1,-1.27379,-1.287681,'Smoking and Alcohol Use'
2,2,2,-1.438668,-1.301568,'Overall Health'
1,1,1,-0.899473,-0.866455,Caregiving
1,1,1,0.85625,0.758273,'Screenings and Vaccines'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.352705,0.369449,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.311262,-0.269333,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.596455,-0.709074,'Overall Health'
1,1,1,1.948006,2.151559,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.547438,-0.898857,'Nutrition/Physical Activity/Obesity'
1,1,1,2.264393,2.364486,'Overall Health'
1,1,1,-1.022543,-0.968484,'Mental Health'
2,2,2,-1.469861,-1.394145,'Overall Health'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,0.691372,0.480542,'Cognitive Decline'
1,1,1,0.74039,0.318532,'Overall Health'
2,2,2,-1.371825,-1.324712,'Overall Health'
1,1,1,-1.104456,-0.996063,'Nutrition/Physical Activity/Obesity'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.481933,0.480542,'Cognitive Decline'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-1.251509,-1.139558,'Overall Health'
2,2,2,-1.460948,-1.320083,'Overall Health'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,0.071967,0.119491,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.912842,-0.903486,'Nutrition/Physical Activity/Obesity'
1,1,1,0.259126,0.337047,'Overall Health'
2,2,2,-1.518878,-1.394145,'Overall Health'
1,1,1,-0.141928,-0.292477,'Screenings and Vaccines'
1,1,1,-0.493964,-0.64427,'Overall Health'
1,1,1,-0.61428,-0.500776,'Mental Health'
1,1,1,0.473021,0.466655,'Screenings and Vaccines'
1,1,1,-0.168665,-0.366539,'Nutrition/Physical Activity/Obesity'
1,1,1,0.147722,-0.246189,'Screenings and Vaccines'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.031862,-0.264704,'Overall Health'
1,1,1,-0.293437,-0.232302,'Nutrition/Physical Activity/Obesity'
1,1,1,1.003303,0.744387,'Cognitive Decline'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.600911,-0.500776,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,2.286674,2.438548,'Overall Health'
1,1,1,-1.309439,-1.269166,'Mental Health'
1,1,1,1.595971,1.739591,'Overall Health'
2,2,2,-1.403018,-1.259908,'Overall Health'
1,1,1,1.591514,1.609983,'Screenings and Vaccines'
1,1,1,0.156634,0.100976,'Screenings and Vaccines'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.770245,-0.949775,'Cognitive Decline'
2,2,2,-1.358457,-1.273795,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-1.064351,-1.005321,'Screenings and Vaccines'
1,1,1,-0.239963,-0.135096,'Overall Health'
1,1,1,-1.394106,-1.338599,'Smoking and Alcohol Use'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-1.024246,-1.093269,'Mental Health'
1,1,1,-0.030524,0.063945,'Overall Health'
1,1,1,1.194917,1.327622,'Screenings and Vaccines'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,-1.095544,-0.996063,'Overall Health'
2,2,2,0.075433,0.107494,'Overall Health'
2,2,2,-1.452036,-1.320083,'Overall Health'
1,1,1,0.39281,0.485171,'Screenings and Vaccines'
1,1,1,0.945373,1.05452,'Screenings and Vaccines'
1,1,1,2.210919,2.30894,'Overall Health'
2,2,2,-1.501054,-1.408031,'Overall Health'
1,1,1,1.542497,1.341509,'Screenings and Vaccines'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
2,2,2,-1.416387,-1.287681,'Overall Health'
1,1,1,-0.391472,-0.630384,'Overall Health'
1,1,1,2.184182,2.383002,'Overall Health'
1,1,1,-0.90393,-0.838682,'Mental Health'
1,1,1,0.85625,0.85085,'Overall Health'
1,1,1,-0.55635,-0.570209,'Nutrition/Physical Activity/Obesity'
1,1,1,-1.184667,-1.162702,Caregiving
1,1,1,0.27695,0.225955,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.124103,-0.260075,'Screenings and Vaccines'
1,1,1,-0.899473,-0.843311,'Nutrition/Physical Activity/Obesity'
1,1,1,0.075433,0.107494,'Overall Health'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.989934,0.994345,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,-0.988596,-0.931259,'Nutrition/Physical Activity/Obesity'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-1.514422,-1.435805,'Smoking and Alcohol Use'
2,2,2,-1.460948,-1.315454,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
2,2,2,-1.349545,-1.232135,'Overall Health'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,-0.431578,-0.366539,'Mental Health'
1,1,1,0.923092,0.809191,'Overall Health'
1,1,1,-0.226595,-0.07955,'Overall Health'
1,1,1,-1.095544,-0.972919,'Mental Health'
1,1,1,1.431093,1.387798,'Overall Health'
1,1,1,1.489023,1.670158,'Screenings and Vaccines'
1,1,1,1.497935,1.526663,Caregiving
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,-0.975228,-0.884971,'Smoking and Alcohol Use'
1,1,1,2.322323,2.521867,'Overall Health'
1,1,1,0.067511,0.00377,'Overall Health'
1,1,1,0.432915,0.054687,'Cognitive Decline'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,1.480111,1.647013,'Screenings and Vaccines'
1,1,1,1.043408,1.184128,'Overall Health'
1,1,1,0.014037,-0.03789,'Nutrition/Physical Activity/Obesity'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.182033,-0.445229,'Nutrition/Physical Activity/Obesity'
1,1,1,2.05941,2.244136,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,-0.78807,-0.713703,'Overall Health'
1,1,1,-0.632104,-0.945146,Caregiving
1,1,1,-0.779157,-0.676672,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.654385,-0.593353,Caregiving
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,1.894533,2.123786,'Overall Health'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,-1.175755,-1.074754,'Mental Health'
2,2,2,-1.162386,-1.153444,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.005125,0.170408,'Overall Health'
1,1,1,-1.15793,-1.028465,'Mental Health'
1,1,1,-0.030524,-0.000859,'Screenings and Vaccines'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,1.266216,1.156355,Caregiving
1,1,1,-0.271156,-0.32025,Caregiving
1,1,1,-1.211404,-1.134929,'Smoking and Alcohol Use'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,-0.288981,-0.236931,'Overall Health'
1,1,1,0.16109,0.253728,'Nutrition/Physical Activity/Obesity'
2,2,2,-1.407475,-1.269166,'Overall Health'
1,1,1,0.165546,0.221326,'Screenings and Vaccines'
1,1,1,2.589692,2.424661,'Screenings and Vaccines'
1,1,1,0.272494,0.105604,Caregiving
1,1,1,1.796497,1.869199,'Screenings and Vaccines'
1,1,1,1.373163,1.522034,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,1.087969,1.184128,'Overall Health'
1,1,1,1.248391,1.37854,'Screenings and Vaccines'
1,1,1,-0.948491,-0.954404,'Smoking and Alcohol Use'
1,1,1,0.27695,0.295388,'Cognitive Decline'
1,1,1,-1.278246,-1.181218,'Smoking and Alcohol Use'
1,1,1,0.16109,0.138006,'Overall Health'
1,1,1,1.613795,1.771993,'Screenings and Vaccines'
1,1,1,-1.175755,-1.213619,Caregiving
1,1,1,1.529128,1.545179,Caregiving
1,1,1,-0.360279,-0.690559,'Cognitive Decline'
1,1,1,1.796497,1.994178,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.115191,-0.047148,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.881649,-0.741476,'Smoking and Alcohol Use'
1,1,1,-1.001965,-0.903486,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.747964,-0.787765,Caregiving
1,1,1,0.597793,0.489799,'Cognitive Decline'
1,1,1,-0.320174,-0.209158,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.85625,0.975829,'Overall Health'
1,1,1,-1.113369,-1.005321,'Nutrition/Physical Activity/Obesity'
2,2,2,-1.429755,-1.310825,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.008243,-0.181385,'Cognitive Decline'
1,1,1,1.520216,1.461859,'Screenings and Vaccines'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,-0.297893,-0.1999,'Overall Health'
1,1,1,1.043408,1.17487,'Screenings and Vaccines'
1,1,1,-1.086632,-1.056238,'Smoking and Alcohol Use'
1,1,1,-0.747964,-0.648899,'Overall Health'
1,1,1,-1.238141,-1.199733,Caregiving
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-1.153474,-1.190475,'Cognitive Decline'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.756877,-0.635013,Caregiving
1,1,1,0.646811,0.452769,'Cognitive Decline'
1,1,1,-0.654385,-0.551693,'Nutrition/Physical Activity/Obesity'
1,1,1,2.184182,2.313569,'Overall Health'
1,1,1,-0.244419,-0.306364,'Cognitive Decline'
1,1,1,-0.667754,-0.593353,'Overall Health'
1,1,1,1.711831,1.86457,'Screenings and Vaccines'
1,1,1,0.611161,0.276872,'Cognitive Decline'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
2,2,2,-1.349545,-1.227506,'Overall Health'
1,1,1,-0.369192,-0.449858,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.08088,0.267614,'Overall Health'
1,1,1,0.388354,0.036172,'Overall Health'
1,1,1,0.891899,0.818448,'Overall Health'
1,1,1,2.300042,2.498723,'Screenings and Vaccines'
1,1,1,-0.98414,-0.875713,'Smoking and Alcohol Use'
1,1,1,-0.079542,-0.510033,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.12856,-0.40357,'Cognitive Decline'
1,1,1,0.383898,0.466655,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.954285,1.123953,'Screenings and Vaccines'
1,1,1,1.542497,1.70256,'Overall Health'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,0.767127,0.475913,'Overall Health'
1,1,1,1.778673,2.008064,'Overall Health'
1,1,1,-0.346911,-0.260075,'Nutrition/Physical Activity/Obesity'
1,1,1,2.456008,2.563527,'Screenings and Vaccines'
1,1,1,-1.184667,-1.134929,'Cognitive Decline'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,1.083513,1.179499,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.168665,-0.343395,'Overall Health'
1,1,1,1.662813,1.804395,'Overall Health'
1,1,1,-1.536703,-1.421918,'Smoking and Alcohol Use'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.535407,0.674954,'Screenings and Vaccines'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,1.324145,1.077664,'Screenings and Vaccines'
1,1,1,-0.141928,-0.07955,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.257788,-0.357281,Caregiving
1,1,1,1.45783,1.383169,Caregiving
1,1,1,1.337514,1.429457,'Screenings and Vaccines'
1,1,1,1.952463,2.179332,'Overall Health'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,-0.061717,-0.385054,'Cognitive Decline'
1,1,1,-0.565262,-0.584095,'Overall Health'
1,1,1,-0.351367,-0.1999,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,1.618251,1.795137,'Screenings and Vaccines'
1,1,1,-0.96186,-0.92663,'Smoking and Alcohol Use'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.823719,-0.773878,'Overall Health'
1,1,1,-1.086632,-0.940517,'Cognitive Decline'
1,1,1,-1.251509,-1.195104,Caregiving
1,1,1,1.11025,0.633294,'Overall Health'
1,1,1,-0.587543,-0.48226,'Mental Health'
1,1,1,-1.269334,-1.204362,'Smoking and Alcohol Use'
1,1,1,1.63162,1.785879,Caregiving
1,1,1,0.379442,0.392594,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-1.309439,-1.329341,'Cognitive Decline'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.645473,-1.246021,'Cognitive Decline'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,1.083513,1.123953,'Screenings and Vaccines'
1,1,1,-0.03498,0.119491,'Screenings and Vaccines'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.02295,0.138006,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.369192,-0.371168,'Overall Health'
1,1,1,1.80541,1.938631,'Overall Health'
1,1,1,1.564778,1.142468,'Screenings and Vaccines'
1,1,1,-1.220316,-1.153444,Caregiving
1,1,1,-1.064351,-1.102527,'Mental Health'
1,1,1,-1.541159,-1.440433,'Nutrition/Physical Activity/Obesity'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,2.527306,2.720908,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.02295,0.036172,'Overall Health'
1,1,1,-1.149018,-1.199733,'Mental Health'
1,1,1,-1.037614,-0.986806,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.739052,-0.880342,'Mental Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.957403,-0.959032,Caregiving
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.075086,-0.36191,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.721227,-0.672043,'Overall Health'
1,1,1,1.890077,1.998807,'Overall Health'
1,1,1,1.056776,1.17487,'Overall Health'
1,1,1,1.524672,1.748848,'Screenings and Vaccines'
1,1,1,2.077235,2.045095,'Overall Health'
1,1,1,-1.113369,-0.986806,'Smoking and Alcohol Use'
1,1,1,0.424003,0.471284,'Overall Health'
1,1,1,0.370529,0.466655,'Screenings and Vaccines'
1,1,1,-1.291615,-1.236764,'Overall Health'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,-0.654385,-0.699816,'Cognitive Decline'
1,1,1,-0.587543,-0.528549,'Nutrition/Physical Activity/Obesity'
1,1,1,-1.140106,-1.028465,Caregiving
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,0.530951,0.281501,'Cognitive Decline'
1,1,1,-0.698947,-0.648899,'Nutrition/Physical Activity/Obesity'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.593337,0.7305,'Screenings and Vaccines'
1,1,1,-1.296071,-1.208991,'Smoking and Alcohol Use'
1,1,1,-0.658841,-0.681301,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.79832,0.323161,'Overall Health'
1,1,1,-0.124103,-0.139725,'Screenings and Vaccines'
1,1,1,-0.387016,-0.310993,'Overall Health'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,-0.088454,-0.352652,Caregiving
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,2.326779,2.415404,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.058599,0.156522,'Overall Health'
1,1,1,0.432915,0.374078,'Screenings and Vaccines'
1,1,1,-1.135649,-1.065496,'Smoking and Alcohol Use'
1,1,1,-1.126737,-1.042352,'Mental Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,1.373163,1.485004,'Overall Health'
1,1,1,-1.251509,-1.227506,'Cognitive Decline'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.342455,-0.445229,'Overall Health'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,-0.641017,-0.658157,'Screenings and Vaccines'
1,1,1,1.007759,1.151726,'Screenings and Vaccines'
1,1,1,-1.162386,-1.176589,'Smoking and Alcohol Use'
1,1,1,-0.346911,-0.477631,'Screenings and Vaccines'
1,1,1,-0.2667,-0.260075,'Overall Health'
1,1,1,0.192283,0.193553,'Screenings and Vaccines'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,0.125441,0.184295,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,0.348249,0.489799,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.067511,-0.03789,'Overall Health'
1,1,1,-0.271156,-0.121209,'Overall Health'
1,1,1,0.036318,-0.139725,Caregiving
1,1,1,-0.591999,-0.542435,'Nutrition/Physical Activity/Obesity'
1,1,1,2.442639,2.614444,'Screenings and Vaccines'
1,1,1,-0.2044,-0.28392,Caregiving
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.587543,-0.514662,'Overall Health'
1,1,1,-1.082176,-0.959032,'Mental Health'
1,1,1,1.471198,1.633127,'Screenings and Vaccines'
1,1,1,-0.685578,-0.579466,Caregiving
1,1,1,1.907901,2.072868,'Overall Health'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.935123,-0.866455,'Smoking and Alcohol Use'
1,1,1,-0.578631,-0.477631,'Overall Health'
1,1,1,1.662813,1.818281,'Screenings and Vaccines'
1,1,1,1.542497,1.4202,'Screenings and Vaccines'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.115191,-0.024004,'Overall Health'
1,1,1,-0.061717,0.013027,'Overall Health'
1,1,1,0.210108,0.300016,'Overall Health'
1,1,1,-1.175755,-1.05161,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.850456,-0.755363,'Overall Health'
1,1,1,-0.863824,-0.759992,Caregiving
1,1,1,0.285862,0.434253,'Screenings and Vaccines'
1,1,1,1.57369,1.572952,'Screenings and Vaccines'
1,1,1,1.3999,1.559065,'Screenings and Vaccines'
1,1,1,-0.097366,-0.287848,'Overall Health'
1,1,1,-0.182033,-0.135096,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.606705,0.749015,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,1.128075,0.665696,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.850456,-0.792394,'Screenings and Vaccines'
1,1,1,0.660179,0.536088,'Screenings and Vaccines'
1,1,1,-0.863824,-0.986806,'Overall Health'
1,1,1,1.186005,0.795304,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,2.34906,2.447806,'Screenings and Vaccines'
1,1,1,-1.496598,-1.371001,'Smoking and Alcohol Use'
1,1,1,-0.591999,-0.611868,Caregiving
1,1,1,-1.064351,-1.046981,Caregiving
1,1,1,0.210108,-0.107323,Caregiving
1,1,1,0.129897,0.207439,'Overall Health'
1,1,1,0.504214,0.438882,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.391472,-0.324879,Caregiving
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,-0.284525,-0.273962,Caregiving
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.337999,-0.560951,'Cognitive Decline'
1,1,1,-0.761333,-0.672043,'Overall Health'
1,1,1,0.695828,0.744387,'Nutrition/Physical Activity/Obesity'
1,1,1,1.475655,1.600725,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,1.881164,2.119157,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,0.031862,0.133378,'Overall Health'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,-0.253332,-0.130467,'Overall Health'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-1.206948,-1.1303,'Mental Health'
1,1,1,-0.685578,-0.635013,'Overall Health'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,-0.61428,-0.722961,Caregiving
1,1,1,0.031862,0.063945,'Nutrition/Physical Activity/Obesity'
2,2,2,-1.398562,-1.278423,'Overall Health'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,-0.146384,-0.042519,'Nutrition/Physical Activity/Obesity'
1,1,1,-1.300527,-1.190475,'Smoking and Alcohol Use'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.293437,-0.260075,'Overall Health'
1,1,1,1.76976,1.70256,Caregiving
1,1,1,1.297409,1.406313,'Screenings and Vaccines'
1,1,1,-1.166843,-1.097898,'Mental Health'
1,1,1,-0.507332,-0.505405,Caregiving
1,1,1,1.431093,1.568323,'Screenings and Vaccines'
1,1,1,-0.101823,-0.010117,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.476139,-0.389683,Caregiving
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-1.394106,-1.301568,'Overall Health'
1,1,1,-0.422665,-0.352652,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,1.22611,1.406313,'Screenings and Vaccines'
2,2,2,-1.371825,-1.264537,'Overall Health'
1,1,1,-0.075086,-0.389683,'Cognitive Decline'
1,1,1,-0.190946,-0.070292,'Overall Health'
1,1,1,-1.028702,-0.940517,'Mental Health'
1,1,1,-0.899473,-0.898857,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,1.114706,1.290592,'Screenings and Vaccines'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-1.166843,-1.023836,'Nutrition/Physical Activity/Obesity'
1,1,1,1.983656,2.063611,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.776039,0.647181,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,-0.2044,-0.28392,Caregiving
2,2,2,-1.376282,-1.338599,'Overall Health'
1,1,1,-0.649929,-0.676672,'Overall Health'
1,1,1,1.426637,1.591467,'Overall Health'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
2,2,2,-1.238141,-1.116414,'Overall Health'
1,1,1,-0.877193,-0.80628,'Mental Health'
1,1,1,-1.567896,-1.458949,'Overall Health'
1,1,1,-0.783614,-0.709074,'Smoking and Alcohol Use'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,2.652078,2.924578,'Screenings and Vaccines'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.244419,-0.204529,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,1.422181,1.563694,'Screenings and Vaccines'
1,1,1,1.324145,1.387798,'Screenings and Vaccines'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
2,2,2,-1.420843,-1.338599,'Overall Health'
1,1,1,1.841059,1.799766,'Overall Health'
1,1,1,1.181549,1.248932,'Overall Health'
1,1,1,-0.048349,-0.056406,'Screenings and Vaccines'
2,2,2,-1.394106,-1.269166,'Overall Health'
1,1,1,0.789407,0.887881,'Overall Health'
1,1,1,-1.260422,-1.153444,'Cognitive Decline'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,0.16109,-0.024004,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.44049,-0.454487,Caregiving
1,1,1,0.147722,0.00377,'Cognitive Decline'
1,1,1,-1.300527,-1.208991,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
2,2,2,-1.420843,-1.29231,'Overall Health'
1,1,1,2.148533,2.3506,'Overall Health'
1,1,1,1.872252,2.049724,'Screenings and Vaccines'
